"Unique_Unique_Object","Experiment","Aktnac","ERKnac","Condition","Concen"
258,"20200122 P1",-0.2277,-0.5933,"DMSO",0
258,"20200122 P1",-0.2277,-0.5933,"PTx",0
258,"20200122 P1",-0.2277,-0.5933,"YM",0
260,"20200122 P1",0.2172,0.5657,"DMSO",0
260,"20200122 P1",0.2172,0.5657,"PTx",0
260,"20200122 P1",0.2172,0.5657,"YM",0
263,"20200122 P1",0.3862,0.2941,"DMSO",0
263,"20200122 P1",0.3862,0.2941,"PTx",0
263,"20200122 P1",0.3862,0.2941,"YM",0
264,"20200630 P1",-0.1269,0.0262,"DMSO",0.41
265,"20200630 P1",1.1347,1.7165,"DMSO",0.41
266,"20200122 P1",0.0764999999999995,-0.1433,"DMSO",0
266,"20200122 P1",0.0764999999999995,-0.1433,"PTx",0
266,"20200122 P1",0.0764999999999995,-0.1433,"YM",0
267,"20200122 P1",-0.1059,0.0861000000000002,"DMSO",0
267,"20200122 P1",-0.1059,0.0861000000000002,"PTx",0
267,"20200122 P1",-0.1059,0.0861000000000002,"YM",0
267,"20200630 P1",0.1388,0.3314,"DMSO",0.41
268,"20200630 P1",0.7173,3.3168,"DMSO",0.41
269,"20200122 P1",-0.4631,-0.6168,"DMSO",0
269,"20200122 P1",-0.4631,-0.6168,"PTx",0
269,"20200122 P1",-0.4631,-0.6168,"YM",0
269,"20200630 P1",0.00230000000000002,0.770899999999999,"DMSO",0.41
270,"20200630 P1",0.39,0.2858,"DMSO",0.41
271,"20200630 P1",-0.3337,0.2206,"DMSO",0.41
273,"20200122 P1",-0.0915,-0.0649000000000003,"DMSO",0
273,"20200122 P1",-0.0915,-0.0649000000000003,"PTx",0
273,"20200122 P1",-0.0915,-0.0649000000000003,"YM",0
273,"20200630 P1",0.0808999999999996,-0.3794,"DMSO",0.41
274,"20200122 P1",-0.1938,-0.2596,"DMSO",0
274,"20200122 P1",-0.1938,-0.2596,"PTx",0
274,"20200122 P1",-0.1938,-0.2596,"YM",0
275,"20200122 P1",0.0826999999999997,0.475799999999999,"DMSO",0
275,"20200122 P1",0.0826999999999997,0.475799999999999,"PTx",0
275,"20200122 P1",0.0826999999999997,0.475799999999999,"YM",0
275,"20200630 P1",0.8457,1.5627,"DMSO",0.41
276,"20200630 P1",-0.1543,0.2794,"DMSO",0.41
277,"20200122 P1",0.1746,-0.0171000000000001,"DMSO",0
277,"20200122 P1",0.1746,-0.0171000000000001,"PTx",0
277,"20200122 P1",0.1746,-0.0171000000000001,"YM",0
278,"20200122 P1",-0.0990999999999996,0.14,"DMSO",0
278,"20200122 P1",-0.0990999999999996,0.14,"PTx",0
278,"20200122 P1",-0.0990999999999996,0.14,"YM",0
278,"20200630 P1",0.2138,0.2491,"DMSO",0.41
280,"20200122 P1",-0.5322,-0.4706,"DMSO",0
280,"20200122 P1",-0.5322,-0.4706,"PTx",0
280,"20200122 P1",-0.5322,-0.4706,"YM",0
284,"20200630 P1",0.1236,-0.0655000000000002,"DMSO",0.41
285,"20200630 P1",0.278599999999999,1.1387,"DMSO",0.41
286,"20200122 P1",0.2441,0.3226,"DMSO",0
286,"20200122 P1",0.2441,0.3226,"PTx",0
286,"20200122 P1",0.2441,0.3226,"YM",0
287,"20200122 P1",0.0413000000000003,0.1709,"DMSO",0
287,"20200122 P1",0.0413000000000003,0.1709,"PTx",0
287,"20200122 P1",0.0413000000000003,0.1709,"YM",0
287,"20200630 P1",0.2155,0.5326,"DMSO",0.41
288,"20200122 P1",-0.0868999999999999,0.17,"DMSO",0
288,"20200122 P1",-0.0868999999999999,0.17,"PTx",0
288,"20200122 P1",-0.0868999999999999,0.17,"YM",0
289,"20200630 P1",0.1486,0.2277,"DMSO",0.41
